operator_id,inbound_attempts,inbound_records,total_inbound_wait_seconds,active_inbound_days,missed_inbound_calls,missed_inbound_rate,avg_inbound_wait_per_call_seconds,share_total_missed_calls,active_inbound_weeks,above_10pct_project_reference,exploratory_30plus_calls_view,operator_rank_by_missed_calls,cumulative_missed_calls,cumulative_missed_share
888406,9,7,255,7,1,0.1111111111111111,28.333333333333332,0.0010799136069114472,6,True,False,225,912,0.9848812095032398
928382,9,7,27,7,1,0.1111111111111111,3.0,0.0010799136069114472,5,True,False,226,913,0.9859611231101512
894614,8,6,115,5,1,0.125,14.375,0.0010799136069114472,3,True,False,227,914,0.9870410367170627
918888,8,8,75,7,1,0.125,9.375,0.0010799136069114472,7,True,False,228,915,0.9881209503239741
941844,7,4,117,4,1,0.14285714285714285,16.714285714285715,0.0010799136069114472,3,True,False,229,916,0.9892008639308856
890228,6,6,104,5,1,0.16666666666666666,17.333333333333332,0.0010799136069114472,3,True,False,230,917,0.990280777537797
894230,6,3,95,3,1,0.16666666666666666,15.833333333333334,0.0010799136069114472,3,True,False,231,918,0.9913606911447084
919896,5,4,70,3,1,0.2,14.0,0.0010799136069114472,3,True,False,232,919,0.9924406047516199
894232,4,3,43,3,1,0.25,10.75,0.0010799136069114472,3,True,False,233,920,0.9935205183585313
930242,4,4,69,4,1,0.25,17.25,0.0010799136069114472,2,True,False,234,921,0.9946004319654428
897872,3,3,65,2,1,0.3333333333333333,21.666666666666668,0.0010799136069114472,2,True,False,235,922,0.9956803455723542
937432,3,3,36,3,1,0.3333333333333333,12.0,0.0010799136069114472,3,True,False,236,923,0.9967602591792657
957922,3,2,26,1,1,0.3333333333333333,8.666666666666666,0.0010799136069114472,1,True,False,237,924,0.9978401727861771
913886,2,2,27,2,1,0.5,13.5,0.0010799136069114472,2,True,False,238,925,0.9989200863930886
948756,1,1,8,1,1,1.0,8.0,0.0010799136069114472,1,True,False,239,926,1.0
919790,1578,61,52875,59,0,0.0,33.50760456273764,0.0,10,False,True,240,926,1.0
925104,873,58,6503,58,0,0.0,7.449026345933563,0.0,9,False,True,241,926,1.0
939762,808,41,13725,38,0,0.0,16.986386138613863,0.0,6,False,True,242,926,1.0
918986,566,40,5485,40,0,0.0,9.690812720848056,0.0,10,False,True,243,926,1.0
890402,539,73,5559,73,0,0.0,10.313543599257885,0.0,15,False,True,244,926,1.0
889410,439,79,2777,79,0,0.0,6.325740318906606,0.0,16,False,True,245,926,1.0
891988,414,63,3865,63,0,0.0,9.33574879227053,0.0,14,False,True,246,926,1.0
937752,412,38,4498,34,0,0.0,10.91747572815534,0.0,7,False,True,247,926,1.0
952734,409,19,452,19,0,0.0,1.1051344743276283,0.0,5,False,True,248,926,1.0
962658,331,14,2721,14,0,0.0,8.220543806646525,0.0,3,False,True,249,926,1.0
901178,288,30,2563,26,0,0.0,8.899305555555555,0.0,6,False,True,250,926,1.0
900592,265,40,1794,40,0,0.0,6.769811320754717,0.0,12,False,True,251,926,1.0
903254,243,69,4134,69,0,0.0,17.012345679012345,0.0,13,False,True,252,926,1.0
944808,229,30,525,30,0,0.0,2.2925764192139737,0.0,6,False,True,253,926,1.0
962902,223,12,1610,12,0,0.0,7.219730941704036,0.0,3,False,True,254,926,1.0
937888,193,35,1588,32,0,0.0,8.2279792746114,0.0,7,False,True,255,926,1.0
937708,190,32,2502,31,0,0.0,13.16842105263158,0.0,7,False,True,256,926,1.0
944476,189,26,2544,26,0,0.0,13.46031746031746,0.0,5,False,True,257,926,1.0
939474,187,20,2717,20,0,0.0,14.529411764705882,0.0,6,False,True,258,926,1.0
937854,164,31,1506,29,0,0.0,9.182926829268293,0.0,7,False,True,259,926,1.0
925828,160,34,1000,34,0,0.0,6.25,0.0,8,False,True,260,926,1.0
936110,156,41,2448,40,0,0.0,15.692307692307692,0.0,7,False,True,261,926,1.0
912722,153,45,934,45,0,0.0,6.104575163398692,0.0,11,False,True,262,926,1.0
901886,143,50,2711,47,0,0.0,18.958041958041957,0.0,11,False,True,263,926,1.0
905870,143,31,1691,31,0,0.0,11.825174825174825,0.0,6,False,True,264,926,1.0
891416,142,47,2081,47,0,0.0,14.654929577464788,0.0,12,False,True,265,926,1.0
940952,141,13,1814,13,0,0.0,12.865248226950355,0.0,4,False,True,266,926,1.0
937774,140,12,959,12,0,0.0,6.85,0.0,3,False,True,267,926,1.0
940432,139,17,1028,17,0,0.0,7.39568345323741,0.0,6,False,True,268,926,1.0
927916,134,18,275,18,0,0.0,2.0522388059701493,0.0,4,False,True,269,926,1.0
940434,126,21,623,21,0,0.0,4.944444444444445,0.0,6,False,True,270,926,1.0
937788,125,27,1407,27,0,0.0,11.256,0.0,7,False,True,271,926,1.0
910018,123,50,2912,47,0,0.0,23.67479674796748,0.0,12,False,True,272,926,1.0
937862,122,29,1419,28,0,0.0,11.631147540983607,0.0,7,False,True,273,926,1.0
920732,116,24,1652,24,0,0.0,14.241379310344827,0.0,9,False,True,274,926,1.0
920720,114,35,1775,35,0,0.0,15.570175438596491,0.0,9,False,True,275,926,1.0
944210,114,19,4175,19,0,0.0,36.62280701754386,0.0,5,False,True,276,926,1.0
921062,113,34,1253,34,0,0.0,11.08849557522124,0.0,7,False,True,277,926,1.0
948182,111,25,1413,25,0,0.0,12.72972972972973,0.0,5,False,True,278,926,1.0
879898,104,57,1680,56,0,0.0,16.153846153846153,0.0,17,False,True,279,926,1.0
901584,104,42,609,42,0,0.0,5.855769230769231,0.0,13,False,True,280,926,1.0
924544,104,34,686,34,0,0.0,6.596153846153846,0.0,9,False,True,281,926,1.0
902720,99,33,1563,32,0,0.0,15.787878787878787,0.0,8,False,True,282,926,1.0
901350,92,32,2343,32,0,0.0,25.467391304347824,0.0,11,False,True,283,926,1.0
951186,92,12,792,12,0,0.0,8.608695652173912,0.0,5,False,True,284,926,1.0
943066,89,16,1181,16,0,0.0,13.269662921348315,0.0,4,False,True,285,926,1.0
900826,86,46,906,46,0,0.0,10.534883720930232,0.0,13,False,True,286,926,1.0
956480,86,17,1236,17,0,0.0,14.372093023255815,0.0,4,False,True,287,926,1.0
969294,84,4,710,4,0,0.0,8.452380952380953,0.0,1,False,True,288,926,1.0
937980,82,20,856,17,0,0.0,10.439024390243903,0.0,5,False,True,289,926,1.0
937810,80,31,715,28,0,0.0,8.9375,0.0,6,False,True,290,926,1.0
961770,79,16,866,15,0,0.0,10.962025316455696,0.0,3,False,True,291,926,1.0
952914,78,15,583,15,0,0.0,7.4743589743589745,0.0,5,False,True,292,926,1.0
883942,77,35,543,35,0,0.0,7.0519480519480515,0.0,14,False,True,293,926,1.0
971102,76,4,1352,4,0,0.0,17.789473684210527,0.0,1,False,True,294,926,1.0
937988,72,25,770,24,0,0.0,10.694444444444445,0.0,6,False,True,295,926,1.0
896016,71,29,551,29,0,0.0,7.76056338028169,0.0,11,False,True,296,926,1.0
905930,70,33,440,33,0,0.0,6.285714285714286,0.0,11,False,True,297,926,1.0
936984,70,32,968,32,0,0.0,13.82857142857143,0.0,7,False,True,298,926,1.0
891906,67,29,1782,29,0,0.0,26.597014925373134,0.0,12,False,True,299,926,1.0
896708,66,11,792,11,0,0.0,12.0,0.0,3,False,True,300,926,1.0
892532,65,28,1863,28,0,0.0,28.661538461538463,0.0,12,False,True,301,926,1.0
907182,65,34,714,33,0,0.0,10.984615384615385,0.0,12,False,True,302,926,1.0
920838,65,24,760,24,0,0.0,11.692307692307692,0.0,6,False,True,303,926,1.0
906398,64,28,1587,28,0,0.0,24.796875,0.0,9,False,True,304,926,1.0
938612,64,17,342,17,0,0.0,5.34375,0.0,4,False,True,305,926,1.0
880028,63,41,343,41,0,0.0,5.444444444444445,0.0,16,False,True,306,926,1.0
922474,63,16,507,16,0,0.0,8.047619047619047,0.0,4,False,True,307,926,1.0
940438,62,22,338,22,0,0.0,5.451612903225806,0.0,6,False,True,308,926,1.0
879896,58,21,574,21,0,0.0,9.89655172413793,0.0,9,False,True,309,926,1.0
895578,57,37,844,37,0,0.0,14.807017543859649,0.0,14,False,True,310,926,1.0
887278,52,24,899,24,0,0.0,17.28846153846154,0.0,9,False,True,311,926,1.0
916618,52,30,1062,30,0,0.0,20.423076923076923,0.0,9,False,True,312,926,1.0
920982,51,27,1302,27,0,0.0,25.529411764705884,0.0,9,False,True,313,926,1.0
902906,48,39,828,39,0,0.0,17.25,0.0,13,False,True,314,926,1.0
907224,48,22,1150,22,0,0.0,23.958333333333332,0.0,10,False,True,315,926,1.0
941384,48,24,555,24,0,0.0,11.5625,0.0,6,False,True,316,926,1.0
904284,47,29,728,29,0,0.0,15.48936170212766,0.0,13,False,True,317,926,1.0
940440,46,16,519,16,0,0.0,11.282608695652174,0.0,4,False,True,318,926,1.0
900790,44,8,371,8,0,0.0,8.431818181818182,0.0,3,False,True,319,926,1.0
946582,44,10,80,10,0,0.0,1.8181818181818181,0.0,3,False,True,320,926,1.0
903292,42,8,589,8,0,0.0,14.023809523809524,0.0,3,False,True,321,926,1.0
908078,42,29,694,29,0,0.0,16.523809523809526,0.0,12,False,True,322,926,1.0
901586,41,27,314,27,0,0.0,7.658536585365853,0.0,13,False,True,323,926,1.0
904014,41,13,506,13,0,0.0,12.341463414634147,0.0,6,False,True,324,926,1.0
923944,41,28,482,28,0,0.0,11.75609756097561,0.0,9,False,True,325,926,1.0
951506,40,17,1612,17,0,0.0,40.3,0.0,5,False,True,326,926,1.0
891908,39,27,396,27,0,0.0,10.153846153846153,0.0,15,False,True,327,926,1.0
907994,39,27,722,27,0,0.0,18.512820512820515,0.0,12,False,True,328,926,1.0
912252,39,27,604,27,0,0.0,15.487179487179487,0.0,8,False,True,329,926,1.0
893172,38,23,895,23,0,0.0,23.55263157894737,0.0,10,False,True,330,926,1.0
962268,38,11,642,11,0,0.0,16.894736842105264,0.0,3,False,True,331,926,1.0
954810,37,11,336,11,0,0.0,9.08108108108108,0.0,4,False,True,332,926,1.0
895786,36,14,833,14,0,0.0,23.13888888888889,0.0,5,False,True,333,926,1.0
896382,36,11,430,11,0,0.0,11.944444444444445,0.0,3,False,True,334,926,1.0
905932,36,25,288,25,0,0.0,8.0,0.0,10,False,True,335,926,1.0
926184,36,15,387,12,0,0.0,10.75,0.0,8,False,True,336,926,1.0
929332,36,16,536,15,0,0.0,14.88888888888889,0.0,4,False,True,337,926,1.0
934428,36,21,850,21,0,0.0,23.61111111111111,0.0,7,False,True,338,926,1.0
929626,35,18,438,18,0,0.0,12.514285714285714,0.0,7,False,True,339,926,1.0
900594,34,20,365,20,0,0.0,10.735294117647058,0.0,9,False,True,340,926,1.0
930908,34,22,194,22,0,0.0,5.705882352941177,0.0,8,False,True,341,926,1.0
939222,34,21,412,21,0,0.0,12.117647058823529,0.0,7,False,True,342,926,1.0
891900,33,17,1240,17,0,0.0,37.57575757575758,0.0,10,False,True,343,926,1.0
920874,33,19,913,19,0,0.0,27.666666666666668,0.0,9,False,True,344,926,1.0
960648,33,8,579,8,0,0.0,17.545454545454547,0.0,2,False,True,345,926,1.0
910516,32,22,701,22,0,0.0,21.90625,0.0,10,False,True,346,926,1.0
924956,32,19,622,18,0,0.0,19.4375,0.0,7,False,True,347,926,1.0
927070,32,20,1415,20,0,0.0,44.21875,0.0,7,False,True,348,926,1.0
946916,32,11,462,11,0,0.0,14.4375,0.0,5,False,True,349,926,1.0
929884,31,11,490,11,0,0.0,15.806451612903226,0.0,6,False,True,350,926,1.0
931914,31,18,510,18,0,0.0,16.451612903225808,0.0,8,False,True,351,926,1.0
954086,31,1,64,1,0,0.0,2.064516129032258,0.0,1,False,True,352,926,1.0
901492,30,24,725,24,0,0.0,24.166666666666668,0.0,13,False,True,353,926,1.0
901894,30,9,742,9,0,0.0,24.733333333333334,0.0,2,False,True,354,926,1.0
906394,30,19,858,19,0,0.0,28.6,0.0,7,False,True,355,926,1.0
940436,30,9,325,9,0,0.0,10.833333333333334,0.0,3,False,True,356,926,1.0
924958,29,17,374,17,0,0.0,12.89655172413793,0.0,6,False,False,357,926,1.0
944228,29,10,1413,10,0,0.0,48.724137931034484,0.0,3,False,False,358,926,1.0
887282,28,20,1249,20,0,0.0,44.607142857142854,0.0,12,False,False,359,926,1.0
892534,28,8,941,8,0,0.0,33.607142857142854,0.0,4,False,False,360,926,1.0
901734,28,13,393,13,0,0.0,14.035714285714286,0.0,7,False,False,361,926,1.0
903512,28,17,1190,16,0,0.0,42.5,0.0,6,False,False,362,926,1.0
936324,28,12,392,12,0,0.0,14.0,0.0,6,False,False,363,926,1.0
951492,28,14,646,13,0,0.0,23.071428571428573,0.0,4,False,False,364,926,1.0
901588,27,19,166,19,0,0.0,6.148148148148148,0.0,9,False,False,365,926,1.0
908082,27,18,279,17,0,0.0,10.333333333333334,0.0,9,False,False,366,926,1.0
922428,27,16,228,16,0,0.0,8.444444444444445,0.0,5,False,False,367,926,1.0
940456,26,15,214,14,0,0.0,8.23076923076923,0.0,5,False,False,368,926,1.0
944644,26,14,635,14,0,0.0,24.423076923076923,0.0,5,False,False,369,926,1.0
924950,25,17,590,17,0,0.0,23.6,0.0,7,False,False,370,926,1.0
928202,25,14,371,14,0,0.0,14.84,0.0,5,False,False,371,926,1.0
933804,25,14,346,14,0,0.0,13.84,0.0,7,False,False,372,926,1.0
937374,25,16,895,16,0,0.0,35.8,0.0,5,False,False,373,926,1.0
937782,25,16,334,16,0,0.0,13.36,0.0,7,False,False,374,926,1.0
880026,24,18,143,18,0,0.0,5.958333333333333,0.0,14,False,False,375,926,1.0
906076,24,2,1223,2,0,0.0,50.958333333333336,0.0,1,False,False,376,926,1.0
914256,24,15,368,15,0,0.0,15.333333333333334,0.0,7,False,False,377,926,1.0
937984,24,9,228,8,0,0.0,9.5,0.0,3,False,False,378,926,1.0
948150,24,3,254,3,0,0.0,10.583333333333334,0.0,3,False,False,379,926,1.0
890412,23,7,369,7,0,0.0,16.043478260869566,0.0,2,False,False,380,926,1.0
896428,23,8,189,8,0,0.0,8.217391304347826,0.0,4,False,False,381,926,1.0
908834,23,4,781,4,0,0.0,33.95652173913044,0.0,1,False,False,382,926,1.0
933832,23,16,590,16,0,0.0,25.652173913043477,0.0,8,False,False,383,926,1.0
940458,23,19,717,17,0,0.0,31.17391304347826,0.0,7,False,False,384,926,1.0
961064,23,6,173,6,0,0.0,7.521739130434782,0.0,2,False,False,385,926,1.0
884478,22,12,323,12,0,0.0,14.681818181818182,0.0,6,False,False,386,926,1.0
898558,22,12,622,12,0,0.0,28.272727272727273,0.0,5,False,False,387,926,1.0
900614,22,12,215,12,0,0.0,9.772727272727273,0.0,6,False,False,388,926,1.0
900742,22,9,283,9,0,0.0,12.863636363636363,0.0,7,False,False,389,926,1.0
924952,22,11,467,11,0,0.0,21.227272727272727,0.0,6,False,False,390,926,1.0
958394,22,10,157,10,0,0.0,7.136363636363637,0.0,3,False,False,391,926,1.0
958430,22,9,409,9,0,0.0,18.59090909090909,0.0,3,False,False,392,926,1.0
925106,21,15,566,14,0,0.0,26.952380952380953,0.0,7,False,False,393,926,1.0
932836,21,11,270,11,0,0.0,12.857142857142858,0.0,5,False,False,394,926,1.0
894656,20,15,483,15,0,0.0,24.15,0.0,11,False,False,395,926,1.0
919994,20,12,834,12,0,0.0,41.7,0.0,6,False,False,396,926,1.0
898560,19,8,624,8,0,0.0,32.8421052631579,0.0,4,False,False,397,926,1.0
898906,19,4,228,4,0,0.0,12.0,0.0,2,False,False,398,926,1.0
904058,19,17,311,17,0,0.0,16.36842105263158,0.0,10,False,False,399,926,1.0
910044,19,10,282,10,0,0.0,14.842105263157896,0.0,6,False,False,400,926,1.0
913868,19,1,48,1,0,0.0,2.526315789473684,0.0,1,False,False,401,926,1.0
914630,19,12,238,12,0,0.0,12.526315789473685,0.0,7,False,False,402,926,1.0
935548,19,12,207,12,0,0.0,10.894736842105264,0.0,6,False,False,403,926,1.0
939470,19,7,257,7,0,0.0,13.526315789473685,0.0,4,False,False,404,926,1.0
884412,18,16,750,16,0,0.0,41.666666666666664,0.0,8,False,False,405,926,1.0
887416,18,11,301,11,0,0.0,16.72222222222222,0.0,8,False,False,406,926,1.0
919214,18,10,511,10,0,0.0,28.38888888888889,0.0,5,False,False,407,926,1.0
922356,18,9,472,9,0,0.0,26.22222222222222,0.0,4,False,False,408,926,1.0
928312,18,14,261,14,0,0.0,14.5,0.0,8,False,False,409,926,1.0
940968,18,13,313,13,0,0.0,17.38888888888889,0.0,7,False,False,410,926,1.0
907964,17,12,274,12,0,0.0,16.11764705882353,0.0,7,False,False,411,926,1.0
939684,17,10,220,10,0,0.0,12.941176470588236,0.0,5,False,False,412,926,1.0
887802,16,6,209,6,0,0.0,13.0625,0.0,4,False,False,413,926,1.0
890410,16,3,108,3,0,0.0,6.75,0.0,1,False,False,414,926,1.0
891946,16,13,316,13,0,0.0,19.75,0.0,9,False,False,415,926,1.0
892536,16,11,582,11,0,0.0,36.375,0.0,5,False,False,416,926,1.0
896020,16,3,15,3,0,0.0,0.9375,0.0,2,False,False,417,926,1.0
907970,16,14,283,14,0,0.0,17.6875,0.0,8,False,False,418,926,1.0
937678,16,12,190,12,0,0.0,11.875,0.0,7,False,False,419,926,1.0
937742,16,11,260,11,0,0.0,16.25,0.0,5,False,False,420,926,1.0
882688,15,2,673,2,0,0.0,44.86666666666667,0.0,2,False,False,421,926,1.0
951526,15,11,219,11,0,0.0,14.6,0.0,5,False,False,422,926,1.0
958432,15,10,377,10,0,0.0,25.133333333333333,0.0,3,False,False,423,926,1.0
962062,15,8,204,8,0,0.0,13.6,0.0,3,False,False,424,926,1.0
896014,14,12,189,12,0,0.0,13.5,0.0,7,False,False,425,926,1.0
909768,14,14,588,14,0,0.0,42.0,0.0,9,False,False,426,926,1.0
926486,14,11,118,11,0,0.0,8.428571428571429,0.0,6,False,False,427,926,1.0
938022,14,5,151,5,0,0.0,10.785714285714286,0.0,2,False,False,428,926,1.0
895774,13,6,142,6,0,0.0,10.923076923076923,0.0,3,False,False,429,926,1.0
895782,13,8,249,8,0,0.0,19.153846153846153,0.0,3,False,False,430,926,1.0
898920,13,2,194,2,0,0.0,14.923076923076923,0.0,1,False,False,431,926,1.0
901034,13,10,159,10,0,0.0,12.23076923076923,0.0,5,False,False,432,926,1.0
902608,13,5,137,4,0,0.0,10.538461538461538,0.0,2,False,False,433,926,1.0
905844,13,12,163,12,0,0.0,12.538461538461538,0.0,7,False,False,434,926,1.0
908152,13,9,522,9,0,0.0,40.15384615384615,0.0,3,False,False,435,926,1.0
910958,13,10,709,9,0,0.0,54.53846153846154,0.0,4,False,False,436,926,1.0
921102,13,9,264,9,0,0.0,20.307692307692307,0.0,7,False,False,437,926,1.0
956484,13,9,273,9,0,0.0,21.0,0.0,4,False,False,438,926,1.0
968338,13,6,115,6,0,0.0,8.846153846153847,0.0,2,False,False,439,926,1.0
884946,12,7,159,7,0,0.0,13.25,0.0,5,False,False,440,926,1.0
891824,12,7,195,7,0,0.0,16.25,0.0,4,False,False,441,926,1.0
898892,12,10,199,10,0,0.0,16.583333333333332,0.0,7,False,False,442,926,1.0
905432,12,6,64,5,0,0.0,5.333333333333333,0.0,2,False,False,443,926,1.0
914050,12,10,102,10,0,0.0,8.5,0.0,6,False,False,444,926,1.0
914170,12,5,143,5,0,0.0,11.916666666666666,0.0,3,False,False,445,926,1.0
919956,12,12,129,11,0,0.0,10.75,0.0,5,False,False,446,926,1.0
929622,12,8,162,8,0,0.0,13.5,0.0,5,False,False,447,926,1.0
932750,12,5,115,5,0,0.0,9.583333333333334,0.0,3,False,False,448,926,1.0
947818,12,4,137,4,0,0.0,11.416666666666666,0.0,3,False,False,449,926,1.0
886674,11,9,168,9,0,0.0,15.272727272727273,0.0,6,False,False,450,926,1.0
895170,11,10,161,10,0,0.0,14.636363636363637,0.0,4,False,False,451,926,1.0
901992,11,7,91,7,0,0.0,8.272727272727273,0.0,4,False,False,452,926,1.0
910224,11,8,153,8,0,0.0,13.909090909090908,0.0,6,False,False,453,926,1.0
915958,11,6,223,6,0,0.0,20.272727272727273,0.0,3,False,False,454,926,1.0
925808,11,9,209,8,0,0.0,19.0,0.0,4,False,False,455,926,1.0
930814,11,9,175,9,0,0.0,15.909090909090908,0.0,5,False,False,456,926,1.0
937856,11,7,120,7,0,0.0,10.909090909090908,0.0,4,False,False,457,926,1.0
939218,11,9,87,9,0,0.0,7.909090909090909,0.0,5,False,False,458,926,1.0
947816,11,6,220,6,0,0.0,20.0,0.0,4,False,False,459,926,1.0
892538,10,6,300,6,0,0.0,30.0,0.0,4,False,False,460,926,1.0
896010,10,7,186,7,0,0.0,18.6,0.0,5,False,False,461,926,1.0
903974,10,2,167,2,0,0.0,16.7,0.0,1,False,False,462,926,1.0
926312,10,9,135,9,0,0.0,13.5,0.0,6,False,False,463,926,1.0
930326,10,8,117,8,0,0.0,11.7,0.0,5,False,False,464,926,1.0
954290,10,7,197,7,0,0.0,19.7,0.0,2,False,False,465,926,1.0
958456,10,6,264,6,0,0.0,26.4,0.0,2,False,False,466,926,1.0
892530,9,7,302,7,0,0.0,33.55555555555556,0.0,4,False,False,467,926,1.0
900180,9,2,72,2,0,0.0,8.0,0.0,2,False,False,468,926,1.0
903390,9,7,142,7,0,0.0,15.777777777777779,0.0,5,False,False,469,926,1.0
907174,9,8,557,8,0,0.0,61.888888888888886,0.0,7,False,False,470,926,1.0
934608,9,7,120,7,0,0.0,13.333333333333334,0.0,3,False,False,471,926,1.0
938432,9,6,184,6,0,0.0,20.444444444444443,0.0,4,False,False,472,926,1.0
944246,9,5,333,5,0,0.0,37.0,0.0,3,False,False,473,926,1.0
950634,9,8,110,8,0,0.0,12.222222222222221,0.0,5,False,False,474,926,1.0
958418,9,4,85,4,0,0.0,9.444444444444445,0.0,2,False,False,475,926,1.0
880022,8,8,112,8,0,0.0,14.0,0.0,5,False,False,476,926,1.0
891646,8,7,164,7,0,0.0,20.5,0.0,7,False,False,477,926,1.0
895172,8,6,92,6,0,0.0,11.5,0.0,4,False,False,478,926,1.0
896018,8,8,217,8,0,0.0,27.125,0.0,7,False,False,479,926,1.0
917876,8,7,108,7,0,0.0,13.5,0.0,4,False,False,480,926,1.0
924940,8,6,164,6,0,0.0,20.5,0.0,4,False,False,481,926,1.0
929340,8,6,349,6,0,0.0,43.625,0.0,5,False,False,482,926,1.0
932500,8,6,144,6,0,0.0,18.0,0.0,3,False,False,483,926,1.0
934000,8,5,122,5,0,0.0,15.25,0.0,4,False,False,484,926,1.0
934170,8,5,82,5,0,0.0,10.25,0.0,5,False,False,485,926,1.0
934432,8,6,287,6,0,0.0,35.875,0.0,4,False,False,486,926,1.0
935870,8,7,103,7,0,0.0,12.875,0.0,6,False,False,487,926,1.0
939212,8,7,149,7,0,0.0,18.625,0.0,4,False,False,488,926,1.0
939716,8,2,40,2,0,0.0,5.0,0.0,1,False,False,489,926,1.0
951332,8,4,256,4,0,0.0,32.0,0.0,2,False,False,490,926,1.0
952462,8,6,169,6,0,0.0,21.125,0.0,3,False,False,491,926,1.0
952982,8,6,7,6,0,0.0,0.875,0.0,3,False,False,492,926,1.0
956276,8,3,53,2,0,0.0,6.625,0.0,2,False,False,493,926,1.0
880020,7,7,54,7,0,0.0,7.714285714285714,0.0,4,False,False,494,926,1.0
904200,7,6,146,6,0,0.0,20.857142857142858,0.0,3,False,False,495,926,1.0
904202,7,6,81,5,0,0.0,11.571428571428571,0.0,3,False,False,496,926,1.0
906402,7,6,324,6,0,0.0,46.285714285714285,0.0,5,False,False,497,926,1.0
924946,7,5,215,3,0,0.0,30.714285714285715,0.0,3,False,False,498,926,1.0
928142,7,7,96,7,0,0.0,13.714285714285714,0.0,6,False,False,499,926,1.0
932672,7,3,10,3,0,0.0,1.4285714285714286,0.0,2,False,False,500,926,1.0
937604,7,5,80,5,0,0.0,11.428571428571429,0.0,2,False,False,501,926,1.0
937880,7,5,65,4,0,0.0,9.285714285714286,0.0,1,False,False,502,926,1.0
952126,7,5,101,5,0,0.0,14.428571428571429,0.0,3,False,False,503,926,1.0
953952,7,3,91,3,0,0.0,13.0,0.0,1,False,False,504,926,1.0
954616,7,6,46,6,0,0.0,6.571428571428571,0.0,4,False,False,505,926,1.0
958468,7,4,244,4,0,0.0,34.857142857142854,0.0,3,False,False,506,926,1.0
958478,7,5,237,5,0,0.0,33.857142857142854,0.0,2,False,False,507,926,1.0
883940,6,5,76,5,0,0.0,12.666666666666666,0.0,3,False,False,508,926,1.0
888520,6,5,94,5,0,0.0,15.666666666666666,0.0,5,False,False,509,926,1.0
897030,6,5,76,5,0,0.0,12.666666666666666,0.0,3,False,False,510,926,1.0
907440,6,6,143,6,0,0.0,23.833333333333332,0.0,5,False,False,511,926,1.0
908002,6,4,99,4,0,0.0,16.5,0.0,4,False,False,512,926,1.0
908098,6,3,158,3,0,0.0,26.333333333333332,0.0,2,False,False,513,926,1.0
914172,6,2,69,2,0,0.0,11.5,0.0,2,False,False,514,926,1.0
914842,6,6,113,6,0,0.0,18.833333333333332,0.0,5,False,False,515,926,1.0
917252,6,3,249,3,0,0.0,41.5,0.0,2,False,False,516,926,1.0
921104,6,4,123,4,0,0.0,20.5,0.0,4,False,False,517,926,1.0
924614,6,4,37,4,0,0.0,6.166666666666667,0.0,4,False,False,518,926,1.0
932292,6,4,88,4,0,0.0,14.666666666666666,0.0,3,False,False,519,926,1.0
934188,6,3,104,3,0,0.0,17.333333333333332,0.0,3,False,False,520,926,1.0
934424,6,5,164,5,0,0.0,27.333333333333332,0.0,3,False,False,521,926,1.0
944474,6,2,150,2,0,0.0,25.0,0.0,2,False,False,522,926,1.0
950806,6,4,67,4,0,0.0,11.166666666666666,0.0,3,False,False,523,926,1.0
956268,6,3,94,3,0,0.0,15.666666666666666,0.0,3,False,False,524,926,1.0
960698,6,3,101,3,0,0.0,16.833333333333332,0.0,2,False,False,525,926,1.0
964712,6,3,122,2,0,0.0,20.333333333333332,0.0,1,False,False,526,926,1.0
971354,6,2,84,2,0,0.0,14.0,0.0,1,False,False,527,926,1.0
891744,5,4,107,4,0,0.0,21.4,0.0,2,False,False,528,926,1.0
891918,5,5,156,5,0,0.0,31.2,0.0,5,False,False,529,926,1.0
901038,5,4,114,4,0,0.0,22.8,0.0,4,False,False,530,926,1.0
901498,5,4,265,4,0,0.0,53.0,0.0,4,False,False,531,926,1.0
903976,5,2,42,2,0,0.0,8.4,0.0,1,False,False,532,926,1.0
904204,5,4,161,4,0,0.0,32.2,0.0,3,False,False,533,926,1.0
906416,5,5,83,5,0,0.0,16.6,0.0,2,False,False,534,926,1.0
906420,5,5,55,5,0,0.0,11.0,0.0,3,False,False,535,926,1.0
907504,5,4,109,4,0,0.0,21.8,0.0,2,False,False,536,926,1.0
907972,5,4,57,4,0,0.0,11.4,0.0,2,False,False,537,926,1.0
908080,5,4,70,4,0,0.0,14.0,0.0,2,False,False,538,926,1.0
909392,5,5,130,5,0,0.0,26.0,0.0,4,False,False,539,926,1.0
913780,5,3,89,3,0,0.0,17.8,0.0,3,False,False,540,926,1.0
914870,5,4,84,4,0,0.0,16.8,0.0,3,False,False,541,926,1.0
917234,5,5,69,5,0,0.0,13.8,0.0,4,False,False,542,926,1.0
924934,5,3,192,3,0,0.0,38.4,0.0,3,False,False,543,926,1.0
927908,5,3,13,3,0,0.0,2.6,0.0,2,False,False,544,926,1.0
928092,5,3,236,3,0,0.0,47.2,0.0,3,False,False,545,926,1.0
928404,5,3,77,3,0,0.0,15.4,0.0,2,False,False,546,926,1.0
930186,5,4,27,4,0,0.0,5.4,0.0,4,False,False,547,926,1.0
930820,5,5,71,5,0,0.0,14.2,0.0,4,False,False,548,926,1.0
935268,5,4,48,4,0,0.0,9.6,0.0,3,False,False,549,926,1.0
937362,5,2,253,2,0,0.0,50.6,0.0,1,False,False,550,926,1.0
